home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
Mexico,England,1,,,1,,,,,,,0,"Volkswagen Arena, Wolfsburg",Silvia Reyes (Referee) · Mariana Corbo (AR1) · Marlene Leyton (AR2) · Estela Alvarez (4th),Group stage,2011-06-27,1–1,Silvia Reyes,,Germany,2011,Mónica Ocampo · 33’,Fara Williams · 21’,['33’|1:1|Mónica Ocampo'],['21’|0:1|Fara Williams'],,,,,,,,,,,,,,,['87’|1:1|Alina Garciamendez'],['88’|1:1|Casey Stoney'],"['76’|1:1|Juana López|for Maribel Domínguez', '85’|1:1|Teresa Noyola|for Dinora Garza']","['72’|1:1|Ellen White|for Karen Carney', '83’|1:1|Sophie Bradley|for Ellen White']"
Nigeria,France,0,,,1,,,,,,,0,"PreZero Arena, Sinsheim",Kari Seitz (Referee) · Marlene Duffy (AR1) · Verónica Pérez (AR2) · Sung Mi Cha (4th),Group stage,2011-06-26,0–1,Kari Seitz,,Germany,2011,,Marie-Laure Delie · 56’,,['56’|0:1|Marie-Laure Delie'],,,,,,,,,,,,,,,,,"['34’|0:0|Josephine Chukwunonye|for Faith Ikidi', '66’|0:1|Sarah Michael|for Desire Oparanozie', '78’|0:1|Uchechi Sunday|for Ebere Orji']","['46’|0:0|Eugénie Le Sommer|for Sandrine Soubeyrand', '57’|0:1|Élodie Thomis|for Gaëtane Thiney', '69’|0:1|Laure Lepailleur|for Wendie Renard']"
Germany,Canada,2,,,1,,,,,,,0,"Olympiastadion Berlin, Berlin",Jacqui Melksham (Referee) · Allyson Flynn (AR1) · Sarah Ho (AR2) · Etsuko Fukano (4th),Group stage,2011-06-26,2–1,Jacqui Melksham,,Germany,2011,Kerstin Garefrekes · 10’|Célia Šašić · 42’,Christine Sinclair · 82’,"['10’|1:0|Kerstin Garefrekes', '42’|2:0|Célia Šašić']",['82’|2:1|Christine Sinclair'],,,,,,,,,,,,,,,"['81’|2:0|Simone Laudehr', '90’|2:1|Annike Krahn']",,"['56’|2:0|Alexandra Popp|for Birgit Prinz', '65’|2:0|Inka Grings|for Célia Šašić', '71’|2:0|Fatmire Alushi|for Melanie Behringer']","['46’|2:0|Kelly Parker|for Marie-Ève Nault', '46’|2:0|Robyn Gayle|for Kaylyn Kyle', '80’|2:0|Brittany Baxter|for Melissa Tancredi']"
Norway,United States,1,,,4,,,,,,,32068,"Hongkou Stadium, Shanghai",Gyöngyi Gaál (Referee) · Maria Luisa Villa Gutierrez (AR1) · Miriam Dietz-Draeger (AR2) · Christine Baitinger (4th),Third-place match,2007-09-30,1–4,Gyöngyi Gaál,,China PR,2007,Ragnhild Gulbrandsen · 63’,Abby Wambach · 30’|Abby Wambach · 46’|Lori Chalupny · 58’|Heather O'Reilly · 59’,['63’|1:4|Ragnhild Gulbrandsen'],"['30’|0:1|Abby Wambach', '46’|0:2|Abby Wambach', '58’|0:3|Lori Chalupny', ""59’|0:4|Heather O'Reilly""]",,,,,,,,,,,,,,,,['28’|0:0|Lori Chalupny'],"['57’|0:2|Madeleine Giske|for Gunhild Følstad', '61’|0:4|Guro Knutsen Mienna|for Lene Storløkken', '78’|1:4|Isabell Herlovsen|for Melissa Wiik']","['46’|0:2|Tina Ellertson|for Christie Pearce', '59’|0:3|Lindsay Tarpley|for Aly Wagner', '89’|1:4|Natasha Kai|for Kristine Lilly']"
Germany,Brazil,2,,,0,,,,,,,31000,"Hongkou Stadium, Shanghai",Tammy Ogston (Referee) · Maria Isabel Tovar (AR1) · Rita Munoz (AR2) · Mayumi Oiwa (4th),Final,2007-09-30,2–0,Tammy Ogston,,China PR,2007,Birgit Prinz · 52’|Simone Laudehr · 86’,,"['52’|1:0|Birgit Prinz', '86’|2:0|Simone Laudehr']",,,,,,,['64’|1:0|Marta|Penalty Miss'],,,,,,,,,"['7’|0:0|Kerstin Garefrekes', '63’|1:0|Linda Bresonik']",['59’|1:0|Daniela Alves Lima'],"['74’|1:0|Martina Müller|for Melanie Behringer', '80’|1:0|Fatmire Alushi|for Sandra Smisek']","['63’|1:0|Rosana|for Ester Aparecida dos Santos', '81’|1:0|Pretinha|for Tânia Maria', '88’|2:0|Kátia|for Aline Pellegrino']"
United States,Brazil,0,,,4,,,,,,,47818,"Yellow Dragon Stadium, Hangzhou",Nicole Petignat (Referee) · Karine Vives Solana (AR1) · Corinne Lagrange (AR2) · Tammy Ogston (4th),Semi-finals,2007-09-27,0–4,Nicole Petignat,,China PR,2007,,Marta · 27’|Cristiane · 56’|Marta · 79’,,"['27’|0:2|Marta', '56’|0:3|Cristiane', '79’|0:4|Marta']",,Leslie Osborne (OG) · 20’,,,,,,,,,,,Shannon Boxx · 45+1’,,"['14’|0:0|Shannon Boxx', '26’|0:1|Lori Chalupny', '45+1’|0:2|Shannon Boxx', '49’|0:2|Abby Wambach']","['28’|0:2|Aline Pellegrino', '44’|0:2|Kóki']","['46’|0:2|Carli Lloyd|for Stephanie Cox', ""60’|0:3|Tina Ellertson|for Heather O'Reilly"", '74’|0:3|Marian Dougherty|for Kate Markgraf']",
Germany,Norway,3,,,0,,,,,,,53819,"Tianjin Olympic Centre Stadium, Tianjin",Irina Mirt (AR1) · Cristina Cini (AR2) · Mayumi Oiwa (4th),Semi-finals,2007-09-26,3–0,,,China PR,2007,Kerstin Stegemann · 72’|Martina Müller · 75’,,"['72’|2:0|Kerstin Stegemann', '75’|3:0|Martina Müller']",,Trine Rønning (OG) · 42’,,,,,,,,,,,,,,,['14’|0:0|Leni Larsen Kaurin'],"['40’|0:0|Fatmire Alushi|for Melanie Behringer', '65’|1:0|Martina Müller|for Sandra Smisek', '81’|3:0|Sandra Minnert|for Linda Bresonik']","['46’|1:0|Lise Klaveness|for Isabell Herlovsen', '48’|1:0|Siri Nordby|for Gunhild Følstad', '56’|1:0|Lene Storløkken|for Solveig Gulbrandsen']"
Norway,China PR,1,,,0,,,,,,,52000,"Wuhan Stadium, Wuhan",Gyöngyi Gaál (Referee) · Maria Luisa Villa Gutierrez (AR1) · Cristina Cini (AR2) · Jennifer Bennett (4th),Quarter-finals,2007-09-23,1–0,Gyöngyi Gaál,,China PR,2007,Isabell Herlovsen · 32’,,['32’|1:0|Isabell Herlovsen'],,,,,,,,,,,,,,,,"['59’|1:0|Gunhild Følstad', '83’|1:0|Ragnhild Gulbrandsen', '85’|1:0|Trine Rønning']",['69’|1:0|Wang Kun'],"['64’|1:0|Lise Klaveness|for Leni Larsen Kaurin', '75’|1:0|Lene Storløkken|for Solveig Gulbrandsen', '90+3’|1:0|Marit Fiane Grødum|for Isabell Herlovsen']","['71’|1:0|Zhang Ouying|for Xie Caixia', '75’|1:0|Liu Shanshan|for Zhang Tong']"
Brazil,Australia,3,,,2,,,,,,,35061,"Tianjin Olympic Centre Stadium, Tianjin",Christine Baitinger (Referee) · Irina Mirt (AR1) · Miriam Dietz-Draeger (AR2),Quarter-finals,2007-09-23,3–2,Christine Baitinger,,China PR,2007,Formiga · 4’|Cristiane · 75’,Lisa De Vanna · 36’|Lauren Colthorpe · 68’,"['4’|1:0|Formiga', '75’|3:2|Cristiane']","['36’|2:1|Lisa De Vanna', '68’|2:2|Lauren Colthorpe']",,,Marta (P) · 23’,,,,,,,,,,,,,"['63’|2:1|Joanne Peters', '85’|3:2|Caitlin Munoz']",['90+2’|3:2|Simone Jatobá|for Formiga'],"['20’|1:0|Kate McShea|for Cheryl Salisbury', '78’|3:2|Caitlin Munoz|for Sally Shipard', '81’|3:2|Joanne Burgess|for Joanne Peters']"
Germany,Korea DPR,3,,,0,,,,,,,37200,"Wuhan Stadium, Wuhan",Tammy Ogston (Referee) · Sarah Ho (AR1) · Airlie Keen (AR2) · Pannipar Kamnueng (4th),Quarter-finals,2007-09-22,3–0,Tammy Ogston,,China PR,2007,Kerstin Garefrekes · 44’|Renate Lingor · 67’|Annike Krahn · 72’,,"['44’|1:0|Kerstin Garefrekes', '67’|2:0|Renate Lingor', '72’|3:0|Annike Krahn']",,,,,,,,,,,,,,,,,['51’|1:0|Song Jong-sun'],"['74’|3:0|Martina Müller|for Sandra Smisek', '77’|3:0|Sandra Minnert|for Linda Bresonik']","['50’|1:0|Kim Kyong-hwa|for Kim Yong-ae', '74’|3:0|Jong Pok-sim|for Hong Myong-gum']"
United States,England,3,,,0,,,,,,,29586,"Tianjin Olympic Centre Stadium, Tianjin",Jenny Palmqvist (Referee) · Susanne Borg (AR1) · Hege Steinlund (AR2) · Mayumi Oiwa (4th),Quarter-finals,2007-09-22,3–0,Jenny Palmqvist,,China PR,2007,Abby Wambach · 48’|Shannon Boxx · 57’|Kristine Lilly · 60’,,"['48’|1:0|Abby Wambach', '57’|2:0|Shannon Boxx', '60’|3:0|Kristine Lilly']",,,,,,,,,,,,,,,,,,"['82’|3:0|Carli Lloyd|for Shannon Boxx', '86’|3:0|Natasha Kai|for Abby Wambach']","['46’|0:0|Rachel Yankey|for Eniola Aluko', '80’|3:0|Lianne Sanderson|for Mary Phillip']"
Norway,Ghana,7,,,2,,,,,,,43817,"Yellow Dragon Stadium, Hangzhou",Jennifer Bennett (Referee) · Corinne Lagrange (AR1) · Karine Vives Solana (AR2) · Estela Alvarez (4th),Group stage,2007-09-20,7–2,Jennifer Bennett,,China PR,2007,Lene Storløkken · 4’|Ragnhild Gulbrandsen · 39’|Isabell Herlovsen · 56’|Ragnhild Gulbrandsen · 59’|Ragnhild Gulbrandsen · 62’|Lise Klaveness · 69’,Adjoa Bayor · 73’,"['4’|1:0|Lene Storløkken', '39’|2:0|Ragnhild Gulbrandsen', '56’|4:0|Isabell Herlovsen', '59’|5:0|Ragnhild Gulbrandsen', '62’|6:0|Ragnhild Gulbrandsen', '69’|7:0|Lise Klaveness']",['73’|7:1|Adjoa Bayor'],,,Ane Stangeland Horpestad (P) · 45’,Florence Okoe (P) · 80’,,,,,,,,,,,,"['15’|1:0|Aminatu Ibrahim', '74’|7:1|Sheila Okai']","['46’|3:0|Isabell Herlovsen|for Solveig Gulbrandsen', '46’|3:0|Madeleine Giske|for Lene Mykjåland', '61’|5:0|Lise Klaveness|for Leni Larsen Kaurin']","['46’|3:0|Sheila Okai|for Anita Amenuku', '58’|4:0|Memuna Darku|for Doreen Awuah', '64’|6:0|Memunatu Sulemana|for Gladys Enti']"
Australia,Canada,2,,,2,,,,,,,29300,"Chengdu Sports Center, Chengdu",Gyöngyi Gaál (Referee) · Maria Luisa Villa Gutierrez (AR1) · Susanne Borg (AR2) · Jenny Palmqvist (4th),Group stage,2007-09-20,2–2,Gyöngyi Gaál,,China PR,2007,Collette McCallum · 53’|Cheryl Salisbury · 90+2’,Melissa Tancredi · 1’|Christine Sinclair · 85’,"['53’|1:1|Collette McCallum', '90+2’|2:2|Cheryl Salisbury']","['1’|0:1|Melissa Tancredi', '85’|1:2|Christine Sinclair']",,,,,,,,,,,,,,,['90’|1:2|Collette McCallum'],['89’|1:2|Randee Hermus'],"['46’|0:1|Lisa De Vanna|for Lauren Colthorpe', '62’|1:1|Joanne Burgess|for Caitlin Munoz', '76’|1:1|Alicia Ferguson|for Joanne Peters']","['68’|1:1|Jodi-Ann Robinson|for Melissa Tancredi', '79’|1:1|Taryn Swiatek|for Erin McLeod', '90+2’|2:2|Brittany Baxter|for Kara Lang']"
Brazil,Denmark,1,,,0,,,,,,,43817,"Yellow Dragon Stadium, Hangzhou",Kari Seitz (Referee) · Maria Isabel Tovar (AR1) · Rita Munoz (AR2) · Adriana Correa (4th),Group stage,2007-09-20,1–0,Kari Seitz,,China PR,2007,Pretinha · 90+1’,,['90+1’|1:0|Pretinha'],,,,,,,,,,,,,,,,['76’|0:0|Mônica'],['42’|0:0|Katrine Pedersen'],"['61’|0:0|Pretinha|for Cristiane', '88’|0:0|Rosana|for Daniela Alves Lima']","['65’|0:0|Stine Dimun|for Camilla Sand Andersen', '65’|0:0|Johanna Rasmussen|for Julie Rydahl Bukh', '79’|0:0|Merete Pedersen|for Mariann Gajhede Knudsen']"
China PR,New Zealand,2,,,0,,,,,,,56208,"Tianjin Olympic Centre Stadium, Tianjin",Souad Oulhaj (AR1) · Hege Steinlund (AR2) · Nicole Petignat (4th),Group stage,2007-09-20,2–0,,,China PR,2007,Li Jie · 57’|Xie Caixia · 79’,,"['57’|1:0|Li Jie', '79’|2:0|Xie Caixia']",,,,,,,,,,,,,,,,['72’|1:0|Liu Yali'],"['25’|0:0|Hayley Bowden', '56’|0:0|Priscilla Duncan']","['60’|1:0|Zhang Tong|for Pan Lina', '65’|1:0|Liu Yali|for Zhou Gaoping', '88’|2:0|Liu Shanshan|for Zhang Ouying']","['62’|1:0|Zoe Thompson|for Wendi Henderson', '73’|1:0|Merissa Smith|for Ria Percival', '82’|2:0|Simone Carmichael|for Emily McColl']"
Korea DPR,Sweden,1,,,2,,,,,,,33196,"Tianjin Olympic Centre Stadium, Tianjin",Christine Baitinger (Referee) · Irina Mirt (AR1) · Miriam Dietz-Draeger (AR2) · Nicole Petignat (4th),Group stage,2007-09-18,1–2,Christine Baitinger,,China PR,2007,Ri Un-suk · 22’,Lotta Schelin · 4’|Lotta Schelin · 54’,['22’|1:1|Ri Un-suk'],"['4’|0:1|Lotta Schelin', '54’|1:2|Lotta Schelin']",,,,,,,,,,,,,,,"['32’|1:1|Kim Yong-ae', '88’|1:2|Jon Myong-hui']","['31’|1:1|Frida Östberg', '82’|1:2|Lotta Schelin']","['56’|1:2|Hong Myong-gum|for Kim Kyong-hwa', '60’|1:2|Jong Pok-sim|for Kim Yong-ae', '85’|1:2|Kim Ok-sim|for Kil Son-hui']","['40’|1:1|Sara Thunebro|for Hanna Ljungberg', '69’|1:2|Sara Johansson|for Anna Paulson', '89’|1:2|Therese Lundin|for Sara Thunebro']"
Nigeria,United States,0,,,1,,,,,,,26100,"Hongkou Stadium, Shanghai",Mayumi Oiwa (Referee) · Hisae Yoshizawa (AR1) · Hsiu Mei Liu (AR2) · Estela Alvarez (4th),Group stage,2007-09-18,0–1,Mayumi Oiwa,,China PR,2007,,Lori Chalupny · 1’,,['1’|0:1|Lori Chalupny'],,,,,,,,,,,,,,,['14’|0:1|Lilian Cole'],,"['22’|0:1|Ifeanyi Chiejine|for Chi-Chi Igbo', '83’|0:1|Ogonna Chukwudi|for Cynthia Uwak']","['64’|0:1|Leslie Osborne|for Carli Lloyd', '77’|0:1|Tina Ellertson|for Christie Pearce', '84’|0:1|Lindsay Tarpley|for Kristine Lilly']"
Japan,Germany,0,,,2,,,,,,,39817,"Yellow Dragon Stadium, Hangzhou",Adriana Correa (Referee) · Cristina Cini (AR1) · Rosa Canales (AR2) · Tammy Ogston (4th),Group stage,2007-09-17,0–2,Adriana Correa,,China PR,2007,,Birgit Prinz · 21’,,['21’|0:1|Birgit Prinz'],,,,Renate Lingor (P) · 87’,,,,,,,,,,,['16’|0:0|Tomoe Kato'],"['82’|0:1|Kerstin Garefrekes', '88’|0:2|Martina Müller']","['46’|0:1|Eriko Arakawa|for Aya Miyama', '63’|0:1|Shinobu Ohno|for Eriko Arakawa', '76’|0:1|Tomomi Miyamoto|for Yūki Nagasato']","['57’|0:1|Fatmire Alushi|for Melanie Behringer', '78’|0:1|Martina Müller|for Sandra Smisek']"
Argentina,England,1,,,6,,,,,,,30730,"Chengdu Sports Center, Chengdu",Dianne Ferreira-James (Referee) · Cindy Mohammed (AR1) · Cynette Jeffery (AR2) · Huijun Niu (4th),Group stage,2007-09-17,1–6,Dianne Ferreira-James,,China PR,2007,Eva Nadia González · 60’,Jill Scott · 10’|Kelly Smith · 64’|Kelly Smith · 77’,['60’|1:3|Eva Nadia González'],"['10’|0:2|Jill Scott', '64’|1:4|Kelly Smith', '77’|1:5|Kelly Smith']",,Eva Nadia González (OG) · 9’,,Fara Williams (P) · 50’|Vicky Exley (P) · 90’,,,,,,,,,Catalina Pérez · 49’,,"['41’|0:2|Catalina Pérez', '42’|0:2|Eva Nadia González', '49’|0:2|Catalina Pérez']","['4’|0:0|Alex Scott', '61’|1:3|Fara Williams']","['52’|0:3|Valeria Cotelo|for Clarisa Huber', '62’|1:3|Natalia Gatti|for Analía Almeida', '76’|1:4|Emilia Mendieta|for Florencia Quiñones']","['68’|1:4|Sue Smith|for Alex Scott', '80’|1:5|Jody Handley|for Kelly Smith', '80’|1:5|Vicky Exley|for Eniola Aluko']"
Canada,Ghana,4,,,0,,,,,,,33835,"Yellow Dragon Stadium, Hangzhou",Nicole Petignat (Referee) · Corinne Lagrange (AR1) · Karine Vives Solana (AR2) · Pannipar Kamnueng (4th),Group stage,2007-09-15,4–0,Nicole Petignat,,China PR,2007,Christine Sinclair · 16’|Sophie Schmidt · 55’|Christine Sinclair · 62’|Martina Franko · 77’,,"['16’|1:0|Christine Sinclair', '55’|2:0|Sophie Schmidt', '62’|3:0|Christine Sinclair', '77’|4:0|Martina Franko']",,,,,,,,,,,,,,,,['8’|0:0|Tanya Dennis'],"['21’|1:0|Anita Amankwa', '39’|1:0|Gloria Foriwa', '78’|4:0|Olivia Amoako']","['45’|1:0|Jodi-Ann Robinson|for Katie Thorlakson', '63’|3:0|Rhian Wilkinson|for Kara Lang', '84’|4:0|Andrea Neil|for Diana Matheson']","['35’|1:0|Hamdya Abass|for Yaa Avoe', '71’|3:0|Safia Rahman|for Adjoa Bayor', '77’|4:0|Lydia Ankrah|for Memuna Darku']"
Denmark,New Zealand,2,,,0,,,,,,,54000,"Wuhan Stadium, Wuhan",Mayumi Oiwa (Referee) · Hisae Yoshizawa (AR1) · Kim Kyoung-min (AR2) · Estela Alvarez (4th),Group stage,2007-09-15,2–0,Mayumi Oiwa,,China PR,2007,Katrine Pedersen · 61’|Cathrine Paaske-Sørensen · 66’,,"['61’|1:0|Katrine Pedersen', '66’|2:0|Cathrine Paaske-Sørensen']",,,,,,,,,,,,,,,,,"['60’|0:0|Maia Jackman', '88’|2:0|Abby Erceg', '90+1’|2:0|Jenny Bindon']","['46’|0:0|Maiken Pape|for Mariann Gajhede Knudsen', '72’|2:0|Camilla Sand Andersen|for Johanna Rasmussen', '86’|2:0|Janne Madsen|for Cathrine Paaske-Sørensen']","['64’|1:0|Rebecca Tegg|for Wendi Henderson', '70’|2:0|Emma Humphries|for Ria Percival', '87’|2:0|Annalie Longo|for Hayley Bowden']"
China PR,Brazil,0,,,4,,,,,,,54000,"Wuhan Stadium, Wuhan",Jennifer Bennett (Referee) · Maria Isabel Tovar (AR1) · Rita Munoz (AR2) · Estela Alvarez (4th),Group stage,2007-09-15,0–4,Jennifer Bennett,,China PR,2007,,Marta · 42’|Cristiane · 47’|Cristiane · 48’|Marta · 70’,,"['42’|0:1|Marta', '47’|0:2|Cristiane', '48’|0:3|Cristiane', '70’|0:4|Marta']",,,,,,,,,,,,,,,"['27’|0:0|Pu Wei', '53’|0:3|Zhang Tong']","['10’|0:0|Daniela Alves Lima', '41’|0:0|Aline Pellegrino', '61’|0:3|Kóki']","['52’|0:3|Zhang Tong|for Pan Lina', '57’|0:3|Zhou Gaoping|for Liu Yali', '67’|0:3|Liu Shanshan|for Xie Caixia']","['79’|0:4|Rosana|for Daniela Alves Lima', '85’|0:4|Kátia|for Cristiane', '89’|0:4|Simone Jatobá|for Formiga']"
Norway,Australia,1,,,1,,,,,,,33835,"Yellow Dragon Stadium, Hangzhou",Huijun Niu (Referee) · Hongjuan Liu (AR1) · Hongjue Fu (AR2) · Pannipar Kamnueng (4th),Group stage,2007-09-15,1–1,Huijun Niu,,China PR,2007,Ragnhild Gulbrandsen · 5’,Lisa De Vanna · 83’,['5’|1:0|Ragnhild Gulbrandsen'],['83’|1:1|Lisa De Vanna'],,,,,,,,,,,,,,,,,"['46’|1:0|Lene Mykjåland|for Melissa Wiik', '74’|1:0|Guro Knutsen Mienna|for Leni Larsen Kaurin', '86’|1:1|Lene Storløkken|for Solveig Gulbrandsen']","['46’|1:0|Lisa De Vanna|for Danielle Small', '61’|1:0|Sarah Walsh|for Kate Gill', '76’|1:0|Caitlin Munoz|for Lauren Colthorpe']"
United States,Sweden,2,,,0,,,,,,,35600,"Chengdu Sports Center, Chengdu",Gyöngyi Gaál (Referee) · Maria Luisa Villa Gutierrez (AR1) · Cristina Cini (AR2) · Christine Baitinger (4th),Group stage,2007-09-14,2–0,Gyöngyi Gaál,,China PR,2007,Abby Wambach · 58’,,['58’|2:0|Abby Wambach'],,,,Abby Wambach (P) · 34’,,,,,,,,,,,,,"['34’|1:0|Stina Segerström', '90+3’|2:0|Caroline Seger']","['46’|1:0|Shannon Boxx|for Carli Lloyd', ""67’|2:0|Heather O'Reilly|for Lindsay Tarpley""]","['65’|2:0|Nilla Fischer|for Therese Sjögran', '81’|2:0|Therese Lundin|for Stina Segerström']"
Argentina,Japan,0,,,1,,,,,,,27730,"Hongkou Stadium, Shanghai",Tempa Ndah (AR1) · Souad Oulhaj (AR2) · Kari Seitz (4th),Group stage,2007-09-14,0–1,,,China PR,2007,,Yūki Nagasato · 90+1’,,['90+1’|0:1|Yūki Nagasato'],,,,,,,,,,,,,,,,['57’|0:0|Hiromi Ikeda'],"['53’|0:0|Andrea Ojeda|for Clarisa Huber', '61’|0:0|Emilia Mendieta|for Florencia Quiñones', '77’|0:0|Ludmila Manicler|for María Belén Potassa']","['50’|0:0|Rumi Utsugi|for Kyoko Yano', '57’|0:0|Eriko Arakawa|for Shinobu Ohno', '79’|0:0|Yukari Kinga|for Kozue Ando']"
Germany,England,0,,,0,,,,,,,27730,"Hongkou Stadium, Shanghai",Jenny Palmqvist (Referee) · Susanne Borg (AR1) · Hege Steinlund (AR2) · Dianne Ferreira-James (4th),Group stage,2007-09-14,0–0,Jenny Palmqvist,,China PR,2007,,,,,,,,,,,,,,,,,,,"['36’|0:0|Annike Krahn', '84’|0:0|Simone Laudehr', '85’|0:0|Fatmire Alushi']","['16’|0:0|Katie Chapman', '55’|0:0|Fara Williams']",['63’|0:0|Fatmire Alushi|for Melanie Behringer'],['57’|0:0|Rachel Yankey|for Karen Carney']
Korea DPR,Nigeria,2,,,0,,,,,,,35600,"Chengdu Sports Center, Chengdu",Tammy Ogston (Referee) · Airlie Keen (AR1) · Sarah Ho (AR2) · Christine Baitinger (4th),Group stage,2007-09-14,2–0,Tammy Ogston,,China PR,2007,Kim Kyong-hwa · 17’|Ri Kum-suk · 21’,,"['17’|1:0|Kim Kyong-hwa', '21’|2:0|Ri Kum-suk']",,,,,,,,,,,,,,,,['77’|2:0|Ri Kum-suk'],"['35’|2:0|Ifeanyi Chiejine', '52’|2:0|Ulunma Jerome']",['77’|2:0|Jong Pok-sim|for Kim Kyong-hwa'],"['30’|2:0|Lilian Cole|for Onome Ebi', '61’|2:0|Maureen Mmadu|for Rita Chikwelu', '80’|2:0|Chi-Chi Igbo|for Ifeanyi Chiejine']"
Brazil,New Zealand,5,,,0,,,,,,,33500,"Wuhan Stadium, Wuhan",Pannipar Kamnueng (Referee) · Hisae Yoshizawa (AR1) · Hsiu Mei Liu (AR2) · Gyöngyi Gaál (4th),Group stage,2007-09-12,5–0,Pannipar Kamnueng,,China PR,2007,Daniela Alves Lima · 10’|Cristiane · 54’|Marta · 74’|Kóki · 86’|Marta · 90+3’,,"['10’|1:0|Daniela Alves Lima', '54’|2:0|Cristiane', '74’|3:0|Marta', '86’|4:0|Kóki', '90+3’|5:0|Marta']",,,,,,,,,,,,,,,,,['25’|1:0|Ria Percival'],"['78’|3:0|Rosana|for Maycon', '84’|3:0|Pretinha|for Cristiane']","['46’|1:0|Rebecca Tegg|for Wendi Henderson', '66’|2:0|Priscilla Duncan|for Katie Duncan', '72’|2:0|Zoe Thompson|for Emma Humphries']"
Australia,Ghana,4,,,1,,,,,,,25952,"Yellow Dragon Stadium, Hangzhou",Adriana Correa (Referee) · Rosa Canales (AR1) · Maria Luisa Villa Gutierrez (AR2) · Estela Alvarez (4th),Group stage,2007-09-12,4–1,Adriana Correa,,China PR,2007,Sarah Walsh · 15’|Lisa De Vanna · 57’|Heather Garriock · 69’|Lisa De Vanna · 81’,Anita Amankwa · 70’,"['15’|1:0|Sarah Walsh', '57’|2:0|Lisa De Vanna', '69’|3:0|Heather Garriock', '81’|4:1|Lisa De Vanna']",['70’|3:1|Anita Amankwa'],,,,,,,,,,,,,,,"['53’|1:0|Sarah Walsh', '87’|4:1|Kate McShea', '90’|4:1|Cheryl Salisbury']",,"['46’|1:0|Lisa De Vanna|for Caitlin Munoz', '62’|2:0|Alicia Ferguson|for Joanne Peters', '83’|4:1|Thea Slatyer|for Clare Polkinghorne']","['67’|2:0|Belinda Kanda|for Anita Amenuku', '67’|2:0|Hamdya Abass|for Yaa Avoe']"
Norway,Canada,2,,,1,,,,,,,30752,"Yellow Dragon Stadium, Hangzhou",Christine Baitinger (Referee) · Irina Mirt (AR1) · Miriam Dietz-Draeger (AR2) · Estela Alvarez (4th),Group stage,2007-09-12,2–1,Christine Baitinger,,China PR,2007,Ragnhild Gulbrandsen · 52’|Ane Stangeland Horpestad · 81’,Candace Chapman · 33’,"['52’|1:1|Ragnhild Gulbrandsen', '81’|2:1|Ane Stangeland Horpestad']",['33’|0:1|Candace Chapman'],,,,,,,,,,,,,,,,,"['46’|0:1|Camilla Huse|for Siri Nordby', '66’|1:1|Lene Mykjåland|for Melissa Wiik', '76’|1:1|Marie Knutsen|for Lene Storløkken']","['46’|0:1|Rhian Wilkinson|for Melissa Tancredi', '73’|1:1|Amy Walsh|for Candace Chapman', '83’|2:1|Jodi-Ann Robinson|for Kara Lang']"
China PR,Denmark,3,,,2,,,,,,,50800,"Wuhan Stadium, Wuhan",Dianne Ferreira-James (Referee) · Cindy Mohammed (AR1) · Cynette Jeffery (AR2) · Gyöngyi Gaál (4th),Group stage,2007-09-12,3–2,Dianne Ferreira-James,,China PR,2007,Li Jie · 31’|Bi Yan · 50’|Song Xiaoli · 88’,Anne Dot Eggers Nielsen · 51’|Cathrine Paaske-Sørensen · 87’,"['31’|1:0|Li Jie', '50’|2:0|Bi Yan', '88’|3:2|Song Xiaoli']","['51’|2:1|Anne Dot Eggers Nielsen', '87’|2:2|Cathrine Paaske-Sørensen']",,,,,,,,,,,,,,,['89’|3:2|Xie Caixia'],"['80’|2:1|Cathrine Paaske-Sørensen', '86’|2:1|Maiken Pape']","['58’|2:1|Song Xiaoli|for Qu Feifei', '68’|2:1|Zhang Ying|for Zhou Gaoping', '90+3’|3:2|Liu Yali|for Li Jie']","['75’|2:1|Stine Dimun|for Johanna Rasmussen', '75’|2:1|Merete Pedersen|for Mariann Gajhede Knudsen']"
United States,Korea DPR,2,,,2,,,,,,,35100,"Chengdu Sports Center, Chengdu",Nicole Petignat (Referee) · Corinne Lagrange (AR1) · Karine Vives Solana (AR2),Group stage,2007-09-11,2–2,Nicole Petignat,,China PR,2007,Abby Wambach · 50’|Heather O'Reilly · 69’,Kil Son-hui · 58’|Kim Yong-ae · 62’,"['50’|1:0|Abby Wambach', ""69’|2:2|Heather O'Reilly""]","['58’|1:1|Kil Son-hui', '62’|1:2|Kim Yong-ae']",,,,,,,,,,,,,,,['45’|0:0|Christie Pearce'],['90+1’|2:2|Jong Pok-sim'],"[""90+2’|2:2|Natasha Kai|for Heather O'Reilly""]","['22’|0:0|Kim Yong-ae|for Ho Sun-hui', '90’|2:2|Jong Pok-sim|for Kim Yong-ae']"
